country,year,min,max
Ukraine,2091,14973112,62248134
Ukraine,2096,13728083,65945629
United Arab Emirates,2021,9365152,9365152
United Arab Emirates,2026,11028023,17606789
United Arab Emirates,2031,14320497,41698109
United Arab Emirates,2036,18919497,140402031
United Arab Emirates,2041,24828971,505842933
United Arab Emirates,2046,32605511,1504021383
United Arab Emirates,2051,40228345,3525675956
United Arab Emirates,2056,44605626,6931920132
United Arab Emirates,2061,46318384,12524394512
United Arab Emirates,2066,52664041,21546338730
United Arab Emirates,2071,62035156,35480589409
United Arab Emirates,2076,72254699,59417117363
United Arab Emirates,2081,83526820,111446201056
United Arab Emirates,2086,97124052,254179207476
United Arab Emirates,2091,114947752,553446823716
United Arab Emirates,2096,138363524,934737627542
United Kingdom,2021,67281049,67281049
United Kingdom,2026,66007112,69246211
United Kingdom,2031,64864910,71472340
United Kingdom,2036,63771642,74001707
United Kingdom,2041,62677482,76789311
United Kingdom,2046,61533517,79786075
United Kingdom,2051,60389096,83983086
United Kingdom,2056,59195869,89195057
United Kingdom,2061,57959613,95460938
United Kingdom,2066,56704591,103036209
United Kingdom,2071,55399786,110812716
United Kingdom,2076,54104870,119250445
United Kingdom,2081,52881405,128644329
United Kingdom,2086,51725144,139228035
United Kingdom,2091,50564123,151448236
United Kingdom,2096,49360122,164973427
United Republic of Tanzania,2021,63588345,63588345
United Republic of Tanzania,2026,70188050,74267564
United Republic of Tanzania,2031,77751743,87094967
United Republic of Tanzania,2036,86442026,102378993
United Republic of Tanzania,2041,96326626,120408100
United Republic of Tanzania,2046,107060816,141166456
United Republic of Tanzania,2051,118185271,165304155
United Republic of Tanzania,2056,129866301,193740581
United Republic of Tanzania,2061,142498962,227661303
United Republic of Tanzania,2066,156633459,268439372
United Republic of Tanzania,2071,172630559,316338772
United Republic of Tanzania,2076,190249540,372308792
United Republic of Tanzania,2081,209290855,437692649
United Republic of Tanzania,2086,229732941,514455495
United Republic of Tanzania,2091,251946006,605534784
United Republic of Tanzania,2096,276660533,713573266
United States of America,2021,336997636,336997636
United States of America,2026,337235320,360131029
United States of America,2031,336891498,384453521
United States of America,2036,335883267,409740146
United States of America,2041,334297878,435961172
United States of America,2046,332153914,462792176
United States of America,2051,329729536,500092903
United States of America,2056,327198025,549560509
United States of America,2061,324648414,612136284
United States of America,2066,322384351,688301610
United States of America,2071,320032087,767424877
United States of America,2076,317452341,853132915
United States of America,2081,314677829,950848307
United States of America,2086,311747744,1066739319
United States of America,2091,308938876,1207591994
United States of America,2096,306339546,1367985666
United States Virgin Islands,2021,100103,100103
United States Virgin Islands,2026,101213,121737
United States Virgin Islands,2031,103925,157313
United States Virgin Islands,2036,106247,219350
United States Virgin Islands,2041,107632,311564
United States Virgin Islands,2046,105705,446625
United States Virgin Islands,2051,103096,648268
United States Virgin Islands,2056,100808,950238
United States Virgin Islands,2061,97440,1425599
United States Virgin Islands,2066,94504,2206385
United States Virgin Islands,2071,90475,3428083
United States Virgin Islands,2076,86887,5319254
United States Virgin Islands,2081,82163,8166115
United States Virgin Islands,2086,76156,12451932
United States Virgin Islands,2091,75323,19030509
United States Virgin Islands,2096,70485,29321200
Upper-middle-income countries,2021,2519863651,2519863651
Upper-middle-income countries,2026,2466737633,2770196132
Upper-middle-income countries,2031,2403183553,2990603662
Upper-middle-income countries,2036,2327882757,3171910465
Upper-middle-income countries,2041,2250818317,3342419998
Upper-middle-income countries,2046,2169441762,3507461302
Upper-middle-income countries,2051,2087673255,3830336714
Upper-middle-income countries,2056,2004488242,4291531987
Upper-middle-income countries,2061,1919093352,4871307031
Upper-middle-income countries,2066,1835381377,5571804053
Upper-middle-income countries,2071,1751944836,6225901858
Upper-middle-income countries,2076,1672629948,6934286527
Upper-middle-income countries,2081,1599255313,7796038347
Upper-middle-income countries,2086,1529602370,8882713096
Upper-middle-income countries,2091,1462439831,10245014289
Upper-middle-income countries,2096,1397109830,11747615791
Uruguay,2021,3426269,3426269
Uruguay,2026,3342158,3516127
Uruguay,2031,3268505,3618870
Uruguay,2036,3193626,3722295
Uruguay,2041,3110105,3815191
Uruguay,2046,3013419,3882593
Uruguay,2051,2907716,3975253
Uruguay,2056,2794944,4103524
Uruguay,2061,2676099,4269770
Uruguay,2066,2559290,4481980
Uruguay,2071,2441302,4679452
Uruguay,2076,2322320,4873978
Uruguay,2081,2204808,5077914
Uruguay,2086,2091611,5306052
Uruguay,2091,1984429,5582078
Uruguay,2096,1884269,5892241
Uzbekistan,2021,34081460,34081460
Uzbekistan,2026,36341023,41222664
Uzbekistan,2031,38386477,48597049
Uzbekistan,2036,40199453,56265967
Uzbekistan,2041,41838669,64385959
Uzbekistan,2046,43566650,73570375
Uzbekistan,2051,45305247,86708669
Uzbekistan,2056,46943859,104024691
Uzbekistan,2061,48393217,125755322
Uzbekistan,2066,49570552,152012867
Uzbekistan,2071,50707550,180253455
Uzbekistan,2076,51914150,213422654
Uzbekistan,2081,53265717,254517742
Uzbekistan,2086,54729545,306677915
Uzbekistan,2091,56147670,372720780
Uzbekistan,2096,57464018,451059999
Vanuatu,2021,319150,319150
Vanuatu,2026,349033,390300
Vanuatu,2031,380535,634697
Vanuatu,2036,417869,1989423
Vanuatu,2041,460919,5364285
Vanuatu,2046,491720,10916636
Vanuatu,2051,520901,17978397
Vanuatu,2056,550250,24536377
Vanuatu,2061,580806,29068773
Vanuatu,2066,613771,32754755
Vanuatu,2071,648653,38719666
Vanuatu,2076,687385,45059582
Vanuatu,2081,727930,51800071
Vanuatu,2086,767807,59319408
Vanuatu,2091,803978,64205144
Vanuatu,2096,843548,67531623
Venezuela (Bolivarian Republic of),2021,28199875,28199875
Venezuela (Bolivarian Republic of),2026,27270597,31385645
Venezuela (Bolivarian Republic of),2031,26020177,35011822
Venezuela (Bolivarian Republic of),2036,24585973,39241073
Venezuela (Bolivarian Republic of),2041,23092074,43925548
Venezuela (Bolivarian Republic of),2046,21592861,48500484
Venezuela (Bolivarian Republic of),2051,20126720,54405578
Venezuela (Bolivarian Republic of),2056,18678567,62204318
Venezuela (Bolivarian Republic of),2061,17275018,72531609
Venezuela (Bolivarian Republic of),2066,15948452,85907243
Venezuela (Bolivarian Republic of),2071,14716145,100257928
Venezuela (Bolivarian Republic of),2076,13618918,116220726
Venezuela (Bolivarian Republic of),2081,12643248,134547587
Venezuela (Bolivarian Republic of),2086,11753219,156530201
Venezuela (Bolivarian Republic of),2091,10907782,184289763
Venezuela (Bolivarian Republic of),2096,10102421,217645488
Viet Nam,2021,97468038,97468038
Viet Nam,2026,98889312,112725362
Viet Nam,2031,99498902,126367384
Viet Nam,2036,99145784,138118402
Viet Nam,2041,97984125,148473286
Viet Nam,2046,96356844,158275570
Viet Nam,2051,94442929,176409049
Viet Nam,2056,92235385,202024858
Viet Nam,2061,89660337,233920351
Viet Nam,2066,86802028,271605636
Viet Nam,2071,83767647,306861043
Viet Nam,2076,80750496,345678835
Viet Nam,2081,77942924,394169075
Viet Nam,2086,75351452,456280647
Viet Nam,2091,72899447,535420755
Viet Nam,2096,70482117,624140481
Wallis and Futuna Islands,2021,11640,11640
Wallis and Futuna Islands,2026,10153,12691
Wallis and Futuna Islands,2031,9046,14453
Wallis and Futuna Islands,2036,7935,16810
Wallis and Futuna Islands,2041,6702,19273
Wallis and Futuna Islands,2046,5509,21719
Wallis and Futuna Islands,2051,4479,24609
Wallis and Futuna Islands,2056,3533,29004
Wallis and Futuna Islands,2061,2747,36063
Wallis and Futuna Islands,2066,2156,46564
Wallis and Futuna Islands,2071,1695,58373
Wallis and Futuna Islands,2076,1329,71299
Wallis and Futuna Islands,2081,1021,85614
Wallis and Futuna Islands,2086,786,103213
Wallis and Futuna Islands,2091,605,127014
Wallis and Futuna Islands,2096,469,159664
Western Africa,2021,418544349,418544349
Western Africa,2026,456235187,477085337
Western Africa,2031,500534302,544622582
Western Africa,2036,552075286,623394569
Western Africa,2041,610206437,713614934
Western Africa,2046,670720231,813720600
Western Africa,2051,731346281,927881549
Western Africa,2056,793214907,1058344861
Western Africa,2061,858789714,1209597148
Western Africa,2066,932916408,1387006469
Western Africa,2071,1016455571,1589048210
Western Africa,2076,1106805870,1818792806
Western Africa,2081,1201811454,2079414278
Western Africa,2086,1300836335,2376775687
Western Africa,2091,1407020107,2720474944
Western Africa,2096,1524571768,3116467609
Western Asia,2021,289733133,289733133
Western Asia,2026,305789601,340957386
Western Asia,2031,321844158,395224317
Western Asia,2036,337983343,453784711
Western Asia,2041,353765928,515985848
Western Asia,2046,368093956,580230993
Western Asia,2051,380945963,665007047
Western Asia,2056,392072610,771950126
Western Asia,2061,402151118,903787808
Western Asia,2066,412640055,1063755634
Western Asia,2071,423676452,1234109493
Western Asia,2076,434937829,1427217110
Western Asia,2081,445901834,1654402962
Western Asia,2086,456325647,1929317765
Western Asia,2091,466649360,2269027881
Western Asia,2096,477353072,2666930252
Western Europe,2021,195381656,195381656
Western Europe,2026,187809217,195829207
Western Europe,2031,181142504,196895813
Western Europe,2036,174369177,198343015
Western Europe,2041,167383686,200001835
Western Europe,2046,160192667,201847907
Western Europe,2051,153047260,205918232
Western Europe,2056,146061375,212289936
Western Europe,2061,139346170,220948413
Western Europe,2066,132821211,231829179
Western Europe,2071,126366510,242692980
Western Europe,2076,120008152,254156665
Western Europe,2081,113927460,266911064
Western Europe,2086,108129454,281529534
Western Europe,2091,102652505,298522995
Western Europe,2096,97405168,317103117
Western Sahara,2021,565590,565590
Western Sahara,2026,649629,863150
Western Sahara,2031,734647,1375001
Western Sahara,2036,813062,2366361
Western Sahara,2041,884511,4182707
Western Sahara,2046,945045,7174577
Western Sahara,2051,1027327,11752299
Western Sahara,2056,1097746,19452601
Western Sahara,2061,1132917,31287094
Western Sahara,2066,1166358,54245187
Western Sahara,2071,1185335,94955917
Western Sahara,2076,1182959,164980535
Western Sahara,2081,1251920,285134269
Western Sahara,2086,1266578,487747526
Western Sahara,2091,1280598,827596243
Western Sahara,2096,1263044,1417772195
WORLD,2021,7909295165,7909295165
WORLD,2026,8060141788,8686278598
WORLD,2031,8195288130,9453254074
WORLD,2036,8313562250,10201570609
WORLD,2041,8427809057,10951518381
WORLD,2046,8520924454,11698043959
WORLD,2051,8596319763,12728871112
WORLD,2056,8650977081,14031266696
WORLD,2061,8679642220,15597773576
WORLD,2066,8702218021,17442703400
WORLD,2071,8720700392,19283217967
WORLD,2076,8738025227,21264411561
WORLD,2081,8755933348,23531409812
WORLD,2086,8767149287,26212424421
WORLD,2091,8773843786,29418431241
WORLD,2096,8780857906,32969424006
Yemen,2021,32981652,32981652
Yemen,2026,35640762,41043037
Yemen,2031,38480432,49752676
Yemen,2036,41427659,59093547
Yemen,2041,44494818,69008833
Yemen,2046,47517935,79501966
Yemen,2051,50445077,94332324
Yemen,2056,53236771,113750497
Yemen,2061,55879416,138030227
Yemen,2066,58617403,167441152
Yemen,2071,61484847,198836796
Yemen,2076,64450356,235318954
Yemen,2081,67506110,280138255
Yemen,2086,70597842,336751961
Yemen,2091,73787570,408506165
Yemen,2096,77164031,493206250
Zambia,2021,19473136,19473136
Zambia,2026,21392555,23245380
Zambia,2031,23445915,27557974
Zambia,2036,25698906,32531721
Zambia,2041,28149455,38156468
Zambia,2046,30716899,44304698
Zambia,2051,33344997,51942358
Zambia,2056,36014429,61329998
Zambia,2061,38797123,72867279
Zambia,2066,41835677,86934578
Zambia,2071,45181613,102769453
Zambia,2076,48800768,121135853
Zambia,2081,52632994,142826171
Zambia,2086,56652143,168909964
Zambia,2091,60917172,200827826
Zambia,2096,65525293,238751970
Zimbabwe,2021,15993535,15993535
Zimbabwe,2026,16968959,20006795
Zimbabwe,2031,17939270,24563152
Zimbabwe,2036,18942612,29894051
Zimbabwe,2041,19972414,36059338
Zimbabwe,2046,20945026,43052123
Zimbabwe,2051,21910304,52156358
Zimbabwe,2056,22827553,63598756
Zimbabwe,2061,23700791,77880984
Zimbabwe,2066,24609195,95393472
Zimbabwe,2071,25525166,115345530
Zimbabwe,2076,26477365,139354685
Zimbabwe,2081,27480574,168927100
Zimbabwe,2086,28515811,206021153
Zimbabwe,2091,29626185,252340182
Zimbabwe,2096,30809906,308469474
