area,sex,year,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90-94,95-99,100+
Afghanistan,Female,2020,3115.21,2756.11,2460.78,2235.20,1918.28,1553.25,1181.66,916.10,768.02,633.33,507.80,397.05,302.27,218.62,160.54,93.55,43.84,14.79,3.14,0.37,0.02
Afghanistan,Male,2020,3259.89,2890.94,2590.00,2348.82,1988.47,1589.69,1206.52,934.13,777.85,624.99,474.72,346.90,252.29,175.93,119.07,69.69,30.98,9.45,1.77,0.18,0.02
Afghanistan,Female,2021,3172.50,2835.45,2492.77,2289.48,1979.78,1627.93,1245.27,953.51,791.51,655.44,526.73,411.87,313.05,226.69,161.09,97.79,44.99,15.14,3.22,0.37,0.02
Afghanistan,Male,2021,3318.06,2972.06,2622.17,2405.01,2052.88,1662.12,1268.08,969.77,801.49,649.38,496.51,361.88,260.76,181.37,119.29,71.32,31.36,9.43,1.74,0.17,0.02
AFRICA,Female,1950,19316.05,14749.80,12868.39,11507.82,10113.84,8694.66,7408.55,6261.84,5353.15,4496.70,3782.09,3039.86,2394.63,1789.00,1208.28,674.50,298.22,91.95,21.98,3.37,0.39
AFRICA,Male,1950,19750.52,14904.15,12924.35,11579.39,10145.10,8723.61,7453.89,6298.26,5338.21,4398.92,3564.06,2792.27,2139.88,1569.56,1018.72,543.82,240.03,70.70,16.10,2.41,0.22
AFRICA,Female,1951,19799.59,15164.23,13069.67,11703.92,10337.04,8900.23,7589.42,6400.59,5460.14,4589.75,3856.38,3112.43,2435.72,1816.16,1225.00,687.13,302.69,94.28,21.12,3.12,0.37
AFRICA,Male,1951,20202.92,15358.91,13136.09,11767.42,10352.90,8914.95,7624.54,6436.26,5446.76,4497.27,3639.87,2854.95,2174.00,1590.03,1035.03,552.53,240.40,72.31,15.37,2.28,0.23
AFRICA,Female,1952,20297.72,15613.39,13284.34,11900.62,10552.65,9110.74,7770.19,6548.50,5562.72,4690.48,3926.21,3189.68,2479.95,1845.07,1241.95,701.34,307.45,96.62,20.37,3.14,0.35
AFRICA,Male,1952,20670.03,15846.66,13367.27,11954.72,10558.47,9108.02,7793.78,6582.34,5551.98,4601.18,3717.45,2921.58,2212.05,1610.36,1051.68,563.34,240.64,73.73,14.82,2.26,0.23
AFRICA,Female,1953,20848.08,16054.26,13533.05,12090.61,10752.75,9319.01,7947.98,6700.73,5663.95,4795.72,3995.22,3268.55,2528.87,1876.02,1260.32,716.26,313.01,98.74,20.12,3.10,0.33
AFRICA,Male,1953,21196.86,16314.02,13638.14,12135.25,10752.17,9296.13,7959.96,6731.87,5658.01,4710.13,3799.95,2992.83,2254.99,1632.10,1068.96,575.49,241.93,74.89,14.62,2.24,0.23
AFRICA,Female,1954,21463.72,16456.96,13834.93,12273.46,10941.46,9524.20,8124.04,6857.80,5770.54,4899.37,4068.77,3344.61,2583.67,1908.89,1280.80,730.47,319.64,100.93,20.38,2.99,0.29
AFRICA,Male,1954,21794.82,16735.15,13967.53,12311.56,10931.39,9478.73,8123.61,6883.71,5768.96,4818.15,3886.85,3065.37,2303.11,1656.16,1086.32,587.67,244.84,75.78,14.75,2.18,0.21
AFRICA,Female,1955,22076.93,16880.19,14194.69,12461.28,11123.74,9728.67,8303.72,7020.10,5886.12,4999.67,4148.40,3416.63,2644.09,1943.89,1303.13,743.96,327.26,103.40,20.95,2.90,0.24
AFRICA,Male,1955,22408.98,17158.52,14360.84,12498.05,11099.49,9659.01,8288.53,7037.64,5886.57,4922.09,3976.25,3136.79,2355.98,1682.98,1103.51,599.37,249.22,76.59,15.04,2.11,0.20
AFRICA,Female,1956,22665.95,17344.14,14603.27,12658.94,11303.33,9930.17,8489.52,7183.25,6010.02,5095.51,4233.20,3483.75,2708.38,1980.43,1326.35,757.07,335.62,106.02,21.63,2.81,0.23
AFRICA,Male,1956,23019.28,17601.38,14807.10,12700.55,11264.09,9838.17,8456.23,7190.66,6011.34,5021.42,4068.34,3207.55,2412.17,1712.50,1120.39,611.04,254.62,77.36,15.37,2.05,0.19
AFRICA,Female,1957,23245.22,17819.72,15038.15,12867.03,11485.21,10126.83,8681.01,7346.43,6142.18,5186.16,4323.70,3545.73,2775.74,2018.11,1349.51,769.60,344.35,108.68,22.27,2.75,0.23
AFRICA,Male,1957,23620.98,18055.05,15279.34,12918.49,11428.54,10016.58,8625.66,7341.72,6142.55,5116.09,4163.33,3278.26,2470.64,1744.10,1136.22,622.48,260.58,78.15,15.66,2.02,0.20
AFRICA,Female,1958,23809.65,18343.77,15461.67,13095.80,11654.01,10308.19,8870.20,7506.06,6278.42,5275.43,4417.25,3605.36,2844.71,2058.68,1372.94,782.24,352.80,111.48,22.83,2.75,0.23
AFRICA,Male,1958,24208.52,18562.37,15727.98,13161.20,11577.30,10180.51,8789.07,7488.21,6276.22,5211.59,4261.82,3351.55,2531.17,1778.34,1151.75,633.53,266.65,79.16,15.90,2.02,0.20
AFRICA,Female,1959,24406.73,18931.65,15849.22,13379.64,11824.32,10487.14,9063.42,7669.09,6422.66,5371.69,4510.42,3670.63,2911.86,2105.06,1398.29,796.46,360.86,114.65,23.47,2.81,0.22
AFRICA,Male,1959,24827.75,19139.44,16135.93,13466.99,11733.17,10342.13,8955.75,7637.39,6414.51,5311.89,4358.26,3427.90,2592.90,1817.51,1169.47,644.91,272.93,80.65,16.16,2.05,0.20
AFRICA,Female,1960,25049.96,19510.62,16245.29,13732.91,12022.39,10676.73,9268.00,7844.70,6576.67,5478.58,4601.67,3744.96,2976.84,2157.74,1425.93,812.29,368.75,118.26,24.26,2.90,0.22
AFRICA,Male,1960,25493.12,19730.22,16541.53,13851.15,11923.78,10514.11,9133.61,7795.83,6556.69,5415.39,4446.15,3504.16,2654.31,1861.24,1189.81,656.44,279.29,82.59,16.47,2.11,0.19
AFRICA,Female,1961,25722.88,20051.98,16667.28,14133.43,12240.74,10873.63,9472.30,8026.97,6730.74,5594.30,4689.16,3826.41,3038.80,2217.50,1459.25,831.48,377.46,122.34,25.22,3.03,0.21
AFRICA,Male,1961,26190.77,20308.87,16953.15,14278.82,12131.08,10687.84,9314.85,7960.08,6699.06,5527.60,4531.72,3585.49,2717.37,1910.31,1215.04,669.75,286.43,84.98,16.87,2.18,0.20
AFRICA,Female,1962,26432.48,20596.95,17097.37,14559.55,12472.63,11078.51,9672.97,8213.38,6885.49,5718.73,4773.97,3913.43,3097.95,2280.92,1498.81,854.11,387.24,126.66,26.27,3.14,0.22
AFRICA,Male,1962,26926.89,20892.05,17373.73,14728.60,12355.26,10867.10,9499.77,8130.03,6844.38,5650.88,4619.54,3673.85,2783.90,1963.79,1245.82,685.43,294.68,87.78,17.33,2.24,0.21
AFRICA,Female,1963,27171.18,21159.84,17572.51,14971.03,12730.04,11284.91,9873.20,8404.30,7044.62,5848.08,4860.69,4000.66,3159.68,2341.41,1541.41,877.75,397.86,130.78,27.35,3.25,0.23
AFRICA,Male,1963,27692.93,21487.66,17852.59,15158.50,12614.14,11049.56,9685.50,8304.12,6993.74,5777.63,4709.26,3762.19,2853.48,2017.61,1279.29,701.82,303.31,90.74,17.84,2.30,0.21
